madde_no,madde_baslik,raw_text,normalized_text,tokens,token_count,unique_tokens,unique_token_count,roots,sentence_count
128,H,"Madde 128 - Hâkim, haklı sebep olmaksızın evlenmeye izin vermeyen yasal temsilciyi dinledikten sonra, bu konuda başvuran küçük veya kısıtlının evlenmesine izin verebilir. B. Evlenme engelleri I. Hısımlık","madde 128 - hâkim , haklı sebep olmaksızın evlenmeye izin vermeyen yasal temsilciyi dinledikten sonra , bu konuda başvuran küçük veya kısıtlının evlenmesine izin verebilir . b . evlenme engelleri ı . hısımlık","['madde', 'hâkim', 'haklı', 'sebep', 'olmaksızın', 'evlenmeye', 'izin', 'vermeyen', 'yasal', 'temsilciyi', 'dinledikten', 'sonra', 'bu', 'konuda', 'başvuran', 'küçük', 'veya', 'kısıtlının', 'evlenmesine', 'izin', 'verebilir', 'b', 'evlenme', 'engelleri', 'ı', 'hısımlık']",26,"['konuda', 'olmaksızın', 'verebilir', 'sebep', 'vermeyen', 'yasal', 'izin', 'evlenme', 'b', 'hâkim', 'evlenmesine', 'haklı', 'bu', 'evlenmeye', 'sonra', 'ı', 'engelleri', 'dinledikten', 'başvuran', 'küçük', 'veya', 'hısımlık', 'temsilciyi', 'madde', 'kısıtlının']",25,"['madde', 'hakim', 'hak', 'sebep', 'ol', 'evlen', 'iz', 'ver', 'yasal', 'temsilci', 'dinle', 'sonra', 'bu', 'konu', 'başvur', 'küçük', 'veya', 'kısıt', 'evlen', 'iz', 'ver', 'b', 'evlen', 'engel', 'ı', 'hısım']",2
129,Aşağıdaki kimseler arasında evlenme yasaktır,"Madde 129- Aşağıdaki kimseler arasında evlenme yasaktır: 1. Üstsoy ile altsoy arasında; kardeşler arasında; amca, dayı, hala ve teyze ile yeğenleri arasında, 2. Kayın hısımlığı meydana getirmiş olan evlilik sona ermiş olsa bile, eşlerden biri ile diğerinin üstso yu veya altsoyu arasında, 3. Evlât edinen ile evlâtlığın veya bunlardan biri ile diğerinin altsoyu ve eşi arasında. II. Önceki evlilik 1. Sona erdiğinin ispatı a. Genel olarak","madde 129 - aşağıdaki kimseler arasında evlenme yasaktır : 1. üstsoy ile Altso'm arasında ; kardeşler arasında ; amca , dayı , hala ve teyze ile yeğenleri arasında , 2. kayın hısımlığı meydana getirmiş olan evlilik sona ermiş olsa bile , eşlerden biri ile diğerinin Üstsb yu veya altsoyu arasında , 3. evlat edinen ile evlatlığın veya bunlardan biri ile diğerinin altsoyu ve eşi arasında . ıı . önceki evlilik 1. sona erdiğinin ispatı a . genel olarak","['madde', 'aşağıdaki', 'kimseler', 'arasında', 'evlenme', 'yasaktır', 'üstsoy', 'ile', 'arasında', 'kardeşler', 'arasında', 'amca', 'dayı', 'hala', 've', 'teyze', 'ile', 'yeğenleri', 'arasında', 'kayın', 'hısımlığı', 'meydana', 'getirmiş', 'olan', 'evlilik', 'sona', 'ermiş', 'olsa', 'bile', 'eşlerden', 'biri', 'ile', 'diğerinin', 'Üstsb', 'yu', 'veya', 'altsoyu', 'arasında', 'evlat', 'edinen', 'ile', 'evlatlığın', 'veya', 'bunlardan', 'biri', 'ile', 'diğerinin', 'altsoyu', 've', 'eşi', 'arasında', 'ıı', 'önceki', 'evlilik', 'sona', 'erdiğinin', 'ispatı', 'a', 'genel', 'olarak']",60,"['erdiğinin', 'a', 'evlatlığın', 'ıı', 'amca', 'diğerinin', 'meydana', 'Üstsb', 'arasında', 'eşi', 'aşağıdaki', 'hala', 'getirmiş', 'yasaktır', 'evlenme', 'hısımlığı', 'kimseler', 'olan', 'evlat', 'ispatı', 'kayın', 'eşlerden', 'yu', 'teyze', 'genel', 'üstsoy', 'ermiş', 'yeğenleri', 'altsoyu', 'bunlardan', 'sona', 'bile', 'edinen', 'ile', 'olsa', 'kardeşler', 'önceki', 'veya', 'dayı', 've', 'evlilik', 'biri', 'madde', 'olarak']",44,"['madde', 'aşağı', 'kimse', 'ara', 'evlen', 'yasak', 'ile', 'ara', 'kardeş', 'ara', 'amca', 'dayı', 'hala', 've', 'teyze', 'ile', 'yeğen', 'ara', 'kayın', 'hısım', 'meydan', 'getir', 'ol', 'evlilik', 'son', 'er', 'ol', 'bile', 'eş', 'biri', 'ile', 'diğer', 'üstsb', 'yu', 'veya', 'altso', 'ara', 'evlat', 'edin', 'ile', 'evlat', 'veya', 'bu', 'biri', 'ile', 'diğer', 'altso', 've', 'eş', 'ara', 'önce', 'evlilik', 'son', 'er', 'ispat', 'a', 'genel', 'ol']",2
130,Yeniden evlenmek isteyen kimse,"Madde 130 - Yeniden evlenmek isteyen kimse, önceki evliliğinin sona ermiş o lduğu nu ispat etmek zorundadır. b. Gaiplik durumunda","madde 130 - yeniden evlenmek isteyen kimse , önceki evliliğinin sona ermiş olduğunu ispat etmek zorundadır . b . gaiplik durumunda","['madde', 'yeniden', 'evlenmek', 'isteyen', 'kimse', 'önceki', 'evliliğinin', 'sona', 'ermiş', 'olduğunu', 'ispat', 'etmek', 'zorundadır', 'b', 'gaiplik', 'durumunda']",16,"['evlenmek', 'isteyen', 'etmek', 'ispat', 'zorundadır', 'önceki', 'ermiş', 'olduğunu', 'gaiplik', 'kimse', 'b', 'durumunda', 'sona', 'evliliğinin', 'madde', 'yeniden']",16,"['madde', 'yeniden', 'evlen', 'iste', 'kimse', 'önce', 'evliliğ', 'son', 'er', 'ol', 'ispat', 'et', 'zor', 'b', 'gaip', 'durum']",2
131,Gaipliğine karar verilen kişinin eşi,"Madde 131 - Gaipliğine karar verilen kişinin eşi, mahkemece evliliğin feshine karar verilmedikçe yeniden evlenemez. Kaybolanın eşi evliliğin feshini, gaiplik başvurusuyla birlikte veya ayrıca açacağı bir dava ile isteyebilir. Ayrı bir dava ile evliliğin feshi, davacının yerleşim yeri mahkemesinden istenir. 2. Kadın için bekleme süresi","madde 131 - gaipliğine karar verilen kişinin eşi , mahkemece evliliğin feshine karar verilmedikçe yeniden evlenemez . kaybolanın eşi evliliğin feshini , gaiplik başvurusuyla birlikte veya ayrıca açacağı bir dava ile isteyebilir . ayrı bir dava ile evliliğin feshi , davacının yerleşim yeri mahkemesinden istenir . 2. kadın için bekleme süresi","['madde', 'gaipliğine', 'karar', 'verilen', 'kişinin', 'eşi', 'mahkemece', 'evliliğin', 'feshine', 'karar', 'verilmedikçe', 'yeniden', 'evlenemez', 'kaybolanın', 'eşi', 'evliliğin', 'feshini', 'gaiplik', 'başvurusuyla', 'birlikte', 'veya', 'ayrıca', 'açacağı', 'bir', 'dava', 'ile', 'isteyebilir', 'ayrı', 'bir', 'dava', 'ile', 'evliliğin', 'feshi', 'davacının', 'yerleşim', 'yeri', 'mahkemesinden', 'istenir', 'kadın', 'için', 'bekleme', 'süresi']",42,"['için', 'feshini', 'bir', 'isteyebilir', 'karar', 'evlenemez', 'verilen', 'evliliğin', 'eşi', 'feshi', 'verilmedikçe', 'yerleşim', 'başvurusuyla', 'süresi', 'gaipliğine', 'feshine', 'yeri', 'mahkemece', 'mahkemesinden', 'istenir', 'ayrı', 'gaiplik', 'kadın', 'davacının', 'yeniden', 'ile', 'kaybolanın', 'açacağı', 'madde', 'kişinin', 'veya', 'dava', 'birlikte', 'bekleme', 'ayrıca']",35,"['madde', 'gaip', 'kar', 'ver', 'kişi', 'eş', 'mahkeme', 'evliliğ', 'fesh', 'kar', 'ver', 'yeniden', 'evlen', 'kaybol', 'eş', 'evliliğ', 'fesh', 'gaip', 'başvuru', 'birlikte', 'veya', 'ayrıca', 'aç', 'bir', 'dav', 'ile', 'iste', 'ayrı', 'bir', 'dav', 'ile', 'evliliğ', 'fesh', 'davacı', 'yerleşim', 'yer', 'mahkeme', 'iste', 'kadın', 'için', 'bekle', 'sür']",4
132,Evlilik sona ermişse,"Madde 132 - Evlilik sona ermişse, kadın, evliliğin sona ermesinden başlayarak üçyüz gün geçmedikçe evlenemez. Doğurmakla süre biter. Kadının önceki evliliğinden gebe olmadığının anlaşılması veya evliliği sona eren eşlerin yeniden birbiriyle evlenmek istemeleri hâllerinde mahkeme bu süreyi kaldırır. III. Akıl hastalığı","madde 132 - evlilik sona ermişse , kadın , evliliğin sona ermesinden başlayarak üç yüz gün geçmedikçe evlenemez . doğurmakla süre biter . kadının önceki evliliğinden gebe olmadığının anlaşılması veya evliliği sona eren eşlerin yeniden birbiriyle evlenmek istemeleri hallerinde mahkeme bu süreyi kaldırır . ııı . akıl hastalığı","['madde', 'evlilik', 'sona', 'ermişse', 'kadın', 'evliliğin', 'sona', 'ermesinden', 'başlayarak', 'üç', 'yüz', 'gün', 'geçmedikçe', 'evlenemez', 'doğurmakla', 'süre', 'biter', 'kadının', 'önceki', 'evliliğinden', 'gebe', 'olmadığının', 'anlaşılması', 'veya', 'evliliği', 'sona', 'eren', 'eşlerin', 'yeniden', 'birbiriyle', 'evlenmek', 'istemeleri', 'hallerinde', 'mahkeme', 'bu', 'süreyi', 'kaldırır', 'ııı', 'akıl', 'hastalığı']",40,"['başlayarak', 'olmadığının', 'ermişse', 'biter', 'evlenemez', 'kadının', 'birbiriyle', 'evliliğin', 'doğurmakla', 'geçmedikçe', 'eşlerin', 'akıl', 'istemeleri', 'üç', 'anlaşılması', 'evlenmek', 'evliliğinden', 'evliliği', 'gün', 'süre', 'hallerinde', 'mahkeme', 'ermesinden', 'yüz', 'kadın', 'sona', 'yeniden', 'bu', 'eren', 'süreyi', 'kaldırır', 'önceki', 'veya', 'hastalığı', 'gebe', 'evlilik', 'ııı', 'madde']",38,"['madde', 'evlilik', 'son', 'er', 'kadın', 'evliliğ', 'son', 'er', 'başla', 'üç', 'yüz', 'gün', 'geç', 'evlen', 'doğur', 'sür', 'bit', 'kadı', 'önce', 'evliliğ', 'gebe', 'olmadığ', 'anlaş', 'veya', 'evliliğ', 'son', 'er', 'eş', 'yeniden', 'birbiri', 'evlen', 'iste', 'hal', 'mahke', 'bu', 'süre', 'kaldır', 'akıl', 'hastalığ']",4
133,Akıl hastaları,"Madde 133 - Akıl hastaları, evlenmelerinde tıbbî sakınca bulun madığı resmî sağlık kurulu raporuyla anlaşılmadıkça evlenemezler. ÜÇÜNCÜ AYIRIM EVLENME BAŞVURUSU VE TÖRENİ A. Başvuru I. Başvuru makamı","madde 133 - akıl hastaları , evlenmelerinde tıbbi sakınca bulunmadığı resmi sağlık kurulu raporuyla anlaşılmadıkça evlenemezler . üçüncü ayırım evlenme başvurusu ve töreni a . başvuru ı . başvuru makamı","['madde', 'akıl', 'hastaları', 'evlenmelerinde', 'tıbbi', 'sakınca', 'bulunmadığı', 'resmi', 'sağlık', 'kurulu', 'raporuyla', 'anlaşılmadıkça', 'evlenemezler', 'üçüncü', 'ayırım', 'evlenme', 'başvurusu', 've', 'töreni', 'a', 'başvuru', 'ı', 'başvuru', 'makamı']",24,"['evlenemezler', 'a', 'evlenmelerinde', 'ayırım', 'töreni', 'tıbbi', 'anlaşılmadıkça', 'evlenme', 'akıl', 'hastaları', 'sakınca', 'başvurusu', 'resmi', 'raporuyla', 'üçüncü', 'bulunmadığı', 'başvuru', 'kurulu', 'ı', 've', 'sağlık', 'makamı', 'madde']",23,"['madde', 'akıl', 'hasta', 'evlen', 'tıbbi', 'sak', 'bulun', 'resmi', 'sağlık', 'kurul', 'rapor', 'anlaş', 'evlen', 'üçüncü', 'ayırım', 'evlen', 'başvuru', 've', 'töre', 'a', 'başvuru', 'ı', 'başvuru', 'makam']",2
134,Birbiriyle evlenecek erkek ve kadın,"Madde 134 - Birbiriyle evlenecek erkek ve kadın, içlerinden birinin oturduğu yer evlendirme memurluğuna birlikte b aşvur urlar. Evlendirme memuru, belediye bulunan yerlerde belediye başkanı veya bu işle görevlendireceği memur, köylerde muhtardır. II. Şekli","madde 134 - birbiriyle evlenecek erkek ve kadın , içlerinden birinin oturduğu yer evlendirme memurluğuna birlikte başvur urlar . evlendirme memuru , belediye bulunan yerlerde belediye başkanı veya bu işle görevlendireceği memur , köylerde muhtardır . ıı . şekli","['madde', 'birbiriyle', 'evlenecek', 'erkek', 've', 'kadın', 'içlerinden', 'birinin', 'oturduğu', 'yer', 'evlendirme', 'memurluğuna', 'birlikte', 'başvur', 'urlar', 'evlendirme', 'memuru', 'belediye', 'bulunan', 'yerlerde', 'belediye', 'başkanı', 'veya', 'bu', 'işle', 'görevlendireceği', 'memur', 'köylerde', 'muhtardır', 'ıı', 'şekli']",31,"['oturduğu', 'başkanı', 'belediye', 'ıı', 'şekli', 'birbiriyle', 'erkek', 'işle', 'evlendirme', 'köylerde', 'evlenecek', 'yerlerde', 'görevlendireceği', 'başvur', 'kadın', 'bulunan', 'memur', 'memurluğuna', 'bu', 'birinin', 'memuru', 'veya', 'muhtardır', 've', 'içlerinden', 'urlar', 'birlikte', 'yer', 'madde']",29,"['madde', 'birbiri', 'evlen', 'erkek', 've', 'kadın', 'iç', 'biri', 'otur', 'ye', 'evlen', 'memur', 'birlikte', 'başvur', 'ur', 'evlen', 'memur', 'beledi', 'bulun', 'yer', 'beledi', 'başkan', 'veya', 'bu', 'işle', 'görevlen', 'memur', 'köy', 'muhtar', 'şekli']",3
135,Başvuru,"Madde 135 - Başvuru, evlenecekler tarafından yazılı veya sözlü olarak yapılır. III. Belgeler","madde 135 - başvuru , evlenecekler tarafından yazılı veya sözlü olarak yapılır . ııı . belgeler","['madde', 'başvuru', 'evlenecekler', 'tarafından', 'yazılı', 'veya', 'sözlü', 'olarak', 'yapılır', 'ııı', 'belgeler']",11,"['evlenecekler', 'sözlü', 'tarafından', 'veya', 'yazılı', 'yapılır', 'ııı', 'belgeler', 'madde', 'olarak', 'başvuru']",11,"['madde', 'başvuru', 'evlen', 'tarafından', 'yazılı', 'veya', 'sözlü', 'ol', 'yap', 'belgele']",2
136,Erkek ve k adınd an he r biri,"Madde 136 - Erkek ve k adınd an he r biri, nüfus cüzdanı ve nüfus kayıt örneğini, önceki evliliği sona ermiş ise buna ilişkin belgeyi, küçük veya kısıtlı ise ayrıca yasal temsilcisinin imzası onaylanmış yazılı izin belgesini ve evlenmeye engel hastalığının bulunmadığını gösteren s ağlık raporunu evlendirme memurluğuna vermek zorundadır. IV. Başvurunun incelenmesi ve reddi","madde 136 - erkek ve k adını an her biri , nüfus cüzdanı ve nüfus kayıt örneğini , önceki evliliği sona ermiş ise buna ilişkin belgeyi , küçük veya kısıtlı ise ayrıca yasal temsilcisinin imzası onaylanmış yazılı izin belgesini ve evlenmeye engel hastalığının bulunmadığını gösteren s ağlık raporunu evlendirme memurluğuna vermek zorundadır . iv . başvurunun incelenmesi ve reddi","['madde', 'erkek', 've', 'k', 'adını', 'an', 'her', 'biri', 'nüfus', 'cüzdanı', 've', 'nüfus', 'kayıt', 'örneğini', 'önceki', 'evliliği', 'sona', 'ermiş', 'ise', 'buna', 'ilişkin', 'belgeyi', 'küçük', 'veya', 'kısıtlı', 'ise', 'ayrıca', 'yasal', 'temsilcisinin', 'imzası', 'onaylanmış', 'yazılı', 'izin', 'belgesini', 've', 'evlenmeye', 'engel', 'hastalığının', 'bulunmadığını', 'gösteren', 's', 'ağlık', 'raporunu', 'evlendirme', 'memurluğuna', 'vermek', 'zorundadır', 'iv', 'başvurunun', 'incelenmesi', 've', 'reddi']",52,"['engel', 'ağlık', 'ayrıca', 'ilişkin', 'belgeyi', 'gösteren', 'kayıt', 'iv', 'kısıtlı', 'erkek', 'onaylanmış', 'nüfus', 'yasal', 'izin', 'evlendirme', 'k', 'cüzdanı', 's', 'yazılı', 'vermek', 'hastalığının', 'imzası', 'reddi', 'evliliği', 'adını', 'zorundadır', 'ermiş', 'sona', 'an', 'raporunu', 'memurluğuna', 'evlenmeye', 'başvurunun', 'belgesini', 'ise', 'her', 'önceki', 'buna', 'bulunmadığını', 'küçük', 'veya', 've', 'incelenmesi', 'biri', 'örneğini', 'madde', 'temsilcisinin']",47,"['madde', 'erkek', 've', 'k', 'ad', 'an', 'her', 'biri', 'nüfus', 'cüzdan', 've', 'nüfus', 'kayıt', 'örneğ', 'önce', 'evliliğ', 'son', 'er', 'ise', 'buna', 'ilişkin', 'belge', 'küçük', 'veya', 'kısıt', 'ise', 'ayrıca', 'yasal', 'temsilci', 'imza', 'onayla', 'yazılı', 'iz', 'belge', 've', 'evlen', 'engel', 'hastalığ', 'bulun', 'göster', 's', 'ağ', 'rapor', 'evlen', 'memur', 'ver', 'zor', 'iv', 'başvuru', 'ince', 've', 'redd']",2
137,Evlendirme memuru,"Madde 137 - Evlendirme memuru, evlenme başvurusunu ve buna eklenmesi gereken belgeleri inceler. Başvuruda bir noksanlık görürse bunu tamamlar veya tamamlattırır. Başv urunun usulüne uygun olarak yapılmadığı veya evleneceklerden birinin evlenmeye ehil olmadığı ya da evlenmeye yasal bir engel bulunduğu anlaşılırsa, evlenme başvurusu reddolunur ve durum evleneceklere yazıyla hemen bildirilir. V. Redde itiraz ve yarg ılama usulü","madde 137 - evlendirme memuru , evlenme başvurusunu ve buna eklenmesi gereken belgeleri inceler . başvuruda bir noksanlık görürse bunu tamamlar veya tamamlattırır . baş ürünün usulüne uygun olarak yapılmadığı veya evleneceklerden birinin evlenmeye ehil olmadığı ya da evlenmeye yasal bir engel bulunduğu anlaşılırsa , evlenme başvurusu reddolunur ve durum evleneceklere yazıyla hemen bildirilir . v . redde itiraz ve yargılama usulü","['madde', 'evlendirme', 'memuru', 'evlenme', 'başvurusunu', 've', 'buna', 'eklenmesi', 'gereken', 'belgeleri', 'inceler', 'başvuruda', 'bir', 'noksanlık', 'görürse', 'bunu', 'tamamlar', 'veya', 'tamamlattırır', 'baş', 'ürünün', 'usulüne', 'uygun', 'olarak', 'yapılmadığı', 'veya', 'evleneceklerden', 'birinin', 'evlenmeye', 'ehil', 'olmadığı', 'ya', 'da', 'evlenmeye', 'yasal', 'bir', 'engel', 'bulunduğu', 'anlaşılırsa', 'evlenme', 'başvurusu', 'reddolunur', 've', 'durum', 'evleneceklere', 'yazıyla', 'hemen', 'bildirilir', 'v', 'redde', 'itiraz', 've', 'yargılama', 'usulü']",54,"['engel', 'hemen', 'noksanlık', 'bir', 'bulunduğu', 'başvuruda', 'bildirilir', 'eklenmesi', 'inceler', 'olarak', 'olmadığı', 'yazıyla', 'baş', 'yasal', 'evlendirme', 'redde', 'evlenme', 'reddolunur', 'gereken', 'ürünün', 'durum', 'usulüne', 'ya', 'başvurusu', 'usulü', 'yargılama', 'belgeleri', 'anlaşılırsa', 'bunu', 'tamamlattırır', 'yapılmadığı', 'itiraz', 'evlenmeye', 'evleneceklerden', 'v', 'tamamlar', 'birinin', 'evleneceklere', 'ehil', 'memuru', 'buna', 'veya', 'da', 've', 'başvurusunu', 'görürse', 'madde', 'uygun']",48,"['madde', 'evlen', 'memur', 'evlen', 'başvuru', 've', 'buna', 'ek', 'gerek', 'belge', 'incele', 'başvuru', 'bir', 'noksan', 'gör', 'bu', 'tamamla', 'veya', 'tamamla', 'baş', 'ürün', 'usul', 'uygun', 'ol', 'yap', 'veya', 'evlen', 'biri', 'evlen', 'ehil', 'ol', 'ya', 'da', 'evlen', 'yasal', 'bir', 'engel', 'bulun', 'anlaş', 'evlen', 'başvuru', 'reddol', 've', 'durum', 'evlen', 'yaz', 'hemen', 'bildir', 'v', 'redd', 'itiraz', 've', 'yargıla', 'usul']",4
138,Evleneceklerden her biri evlendirme memurunun ret kararına karşı mahkemeye başvurabilir,"Madde 138 - Evleneceklerden her biri evlendirme memurunun ret kararına karşı mahkemeye başvurabilir. İtiraz, evrak üzerinde incelenip kesin karara bağlanır. Ancak, mutlak butlan sebeplerinden birinin bulunduğuna ilişkin ret kararlarına karşı açılan d avalar, basit yargılama usulüyle (…)13 görülür. B. Evlenme töreni ve tescil I. Koşulları 1. Evlenme izni","madde 138 - evleneceklerden her biri evlendirme memurunun ret kararına karşı mahkemeye başvurabilir . itiraz , evrak üzerinde incelenip kesin karara bağlanır . ancak , mutlak butlan sebeplerinden birinin bulunduğuna ilişkin ret kararlarına karşı açılan d avalar , basit yargılama usulüyle ( … ) 13 görülür . b . evlenme töreni ve tescili ı . koşulları 1. evlenme izni","['madde', 'evleneceklerden', 'her', 'biri', 'evlendirme', 'memurunun', 'ret', 'kararına', 'karşı', 'mahkemeye', 'başvurabilir', 'itiraz', 'evrak', 'üzerinde', 'incelenip', 'kesin', 'karara', 'bağlanır', 'ancak', 'mutlak', 'butlan', 'sebeplerinden', 'birinin', 'bulunduğuna', 'ilişkin', 'ret', 'kararlarına', 'karşı', 'açılan', 'd', 'avalar', 'basit', 'yargılama', 'usulüyle', 'görülür', 'b', 'evlenme', 'töreni', 've', 'tescili', 'ı', 'koşulları', 'evlenme', 'izni']",44,"['kesin', 'ilişkin', 'd', 'basit', 'bağlanır', 'üzerinde', 'butlan', 'sebeplerinden', 'açılan', 'karara', 'görülür', 'töreni', 'evlendirme', 'izni', 'evlenme', 'bulunduğuna', 'karşı', 'incelenip', 'ret', 'b', 'evrak', 'başvurabilir', 'yargılama', 'koşulları', 'itiraz', 'evleneceklerden', 'birinin', 'ı', 'her', 'avalar', 'memurunun', 've', 'tescili', 'usulüyle', 'ancak', 'biri', 'mutlak', 'kararına', 'madde', 'mahkemeye', 'kararlarına']",41,"['madde', 'evlen', 'her', 'biri', 'evlen', 'memur', 'ret', 'karar', 'karşı', 'mahkeme', 'başvur', 'itiraz', 'evrak', 'üzerinde', 'ince', 'kesin', 'karar', 'bağla', 'ancak', 'mutlak', 'butlan', 'sebep', 'biri', 'bulun', 'ilişkin', 'ret', 'karar', 'karşı', 'aç', 'd', 'av', 'basit', 'yargıla', 'usul', 'gör', 'b', 'evlen', 'töre', 've', 'tescil', 'ı', 'koşul', 'evlen', 'izn']",4
139,Evlendirme memuru,"Madde 139 - Evlendirme memuru, evlenme koşullarının varlığını tespit ederse veya ret kararı mahkemece kaldırılırsa, evleneceklere evlenme gün ve s aatin i bildirir veya isterlerse evlenme izni belgesini verir. Evlenme izni belgesi, verildiği tarihten başlayarak altı ay içinde evleneceklere herhangi bir evlendirme memuru önünde evlenebilme hakkı sağlar. 2. Evlenmenin yapılamaması","madde 139 - evlendirme memuru , evlenme koşullarının varlığını tespit ederse veya ret kararı mahkemece kaldırılırsa , evleneceklere evlenme gün ve saatini bildirir veya isterlerse evlenme izni belgesini verir . evlenme izni belgesi , verildiği tarihten başlayarak altı ay içinde evleneceklere herhangi bir evlendirme memuru önünde evlenebilme hakkı sağlar . 2. evlenmenin yapılamaması","['madde', 'evlendirme', 'memuru', 'evlenme', 'koşullarının', 'varlığını', 'tespit', 'ederse', 'veya', 'ret', 'kararı', 'mahkemece', 'kaldırılırsa', 'evleneceklere', 'evlenme', 'gün', 've', 'saatini', 'bildirir', 'veya', 'isterlerse', 'evlenme', 'izni', 'belgesini', 'verir', 'evlenme', 'izni', 'belgesi', 'verildiği', 'tarihten', 'başlayarak', 'altı', 'ay', 'içinde', 'evleneceklere', 'herhangi', 'bir', 'evlendirme', 'memuru', 'önünde', 'evlenebilme', 'hakkı', 'sağlar', 'evlenmenin', 'yapılamaması']",45,"['başlayarak', 'bir', 'içinde', 'tarihten', 'verir', 'kaldırılırsa', 'altı', 'isterlerse', 'koşullarının', 'ay', 'evlendirme', 'izni', 'evlenme', 'bildirir', 'tespit', 'ret', 'varlığını', 'hakkı', 'mahkemece', 'gün', 'kararı', 'önünde', 'belgesi', 'saatini', 'evlenebilme', 'evleneceklere', 'belgesini', 'herhangi', 'memuru', 'yapılamaması', 'verildiği', 'veya', 'sağlar', 've', 'ederse', 'evlenmenin', 'madde']",37,"['madde', 'evlen', 'memur', 'evlen', 'koşul', 'varlığ', 'tespit', 'ed', 'veya', 'ret', 'karar', 'mahkeme', 'kaldır', 'evlen', 'evlen', 'gün', 've', 'saat', 'bildir', 'veya', 'iste', 'evlen', 'izn', 'belge', 'ver', 'evlen', 'izn', 'belge', 'ver', 'tarih', 'başla', 'altı', 'ay', 'içinde', 'evlen', 'herhangi', 'bir', 'evlen', 'memur', 'ön', 'evlen', 'hakk', 'sağla', 'evlen', 'yap']",3
