token,frequency
başlaması,1
kayyımlık,1
ilgilisinin,1
tar,1
görebilecek,1
atayabilecek,1
işte,1
çatışıyorsa,1
getirmesine,1
bilinemezse,1
malvarl,1
iğini,1
atamak,1
yoksunsa,1
ceninin,1
hayır,1
halktan,1
toplanan,1
sair,1
yardımı,1
isteğe,1
atanabil,1
üze,1
bağışlama,1
gelirlerinde,1
danışmanın,1
atanmasın,1
serserilik,1
toplum,1
korunmasının,1
tedavisi,1
alıkonulabilir,1
öğr,1
enen,1
görevlileri,1
çevresine,1
getirdiği,1
külfet,1
elverir,1
elvermez,1
alık,1
oymaya,1
likoym,1
yerleştirildiği,1
alıkonulduğu,1
görül,1
leşim,1
bildirmekle,1
yerleştirilen,1
verilirken,1
bilgilendirilmesi,1
edebileceğine,1
dikkatinin,1
çekilmesi,1
yerleştir,1
alıkonulma,1
ulaştırılır,1
eştirme,1
özelliklerine,1
görüşülmesini,1
erteleyebilir,1
alınılabilmesini,1
temin,1
vücudundan,1
örneklerle,1
kıl,1
tükürük,1
tırnak,1
örnekler,1
müdahaleler,1
yerleştirilebilir,1
erleştirme,1
yakınlarına,1
bild,1
irimden,1
icrasını,1
durdurmaz,1
ivedilikle,1
ağlanır,1
görevlilerinden,1
lama,1
arar,1
adli,1
yürütülme,1
başlama,1
ke,1
sinleşmesi,1
geçirilmeden,1
yönetilecek,1
tutul,1
tutulurken,1
sürülür,1
dert,1
oradaki,1
alvarlığının,1
ektirirse,1
orunluluk,1
yatırma,1
banka,1
menkul,1
kıymetlere,1
çevrilir,1
geciktiren,1
kaybını,1
güven,1
verici,1
dönüştürülür,1
dönüştürme,1
özetinerek,1
işletilmesinin,1
onamaya,1
zen,1
yerleştirilmesine,1
olmasın,1
özgürlüklerinin,1
doldurmamış,1
başvuramaz,1
sitliyi,1
yerleştirebilir,1
orada,1
dur,1
umu,1
bağışlarda,1
yeteneğine,1
bulmuş,1
kurtarmaz,1
yapabileceği,1
tındaki,1
vazgeçebilir,1
onanmazsa,1
onamamanın,1
onamadığı,1
verdiğini,1
harcanan,1
tutarıyla,1
çıkarmış,1
yanıltmış,1
udur,1
yön,1
etimle,1
incelemesine,1
sunmak,1
eneğine,1
incelen,1
çalışarak,1
defasında,1
ikişer,1
dolunca,1
ulunmadığı,1
hazineden,1
ücr,1
ilmesini,1
yönetilen,1
tutulmak,1
dönemi,1
konumu,1
danışmanlığa,1
talimatına,1
pabilir,1
olunanın,1
izini,1
değerlerin,1
rehn,1
kirası,1
meslekle,1
devasının,1
tahkim,1
sin,1
paylaştı,1
rilmasi,1
makamın,1
izninden,1
vatandaşlığa,1
devralınması,1
iyesi,1
girilmesi,1
şirkete,1
olunması,1
boyu,1
bağlama,1
ölünceye,1
kılınması,1
hesaplarının,1
çelenk,1
dönemlerde,1
reddeder,1
ükmünd,1
edir,1
organlarının,1
yükümü,1
işleriyle,1
getirirlerken,1
davranışıyla,1
danışmanlar,1
danışmanlara,1
arlardan,1
gel,1
doğmasına,1
vesayetle,1
erginliğe,1
olacağını,1
hükümlü,1
erde,1
cezaya,1
mahkûmiyet,1
artların,1
erdirilebilir,1
bakımın,1
talebi,1
dilmişse,1
zayıflığında,1
irilmasina,1
oldu,1
belirlenme,1
kılığı,1
yönetimde,1
isteyebilmesi,1
şikayete,1
vermemiş,1
kısıtlamada,1
isteğiyle,1
yetin,1
kısıtlamayı,1
kayyımlıkta,1
danışmanlıkta,1
gen,1
görevlendirildiği,1
bitirilmesiyle,1
kaldırılmasın,1
vasilik,1
yitirilmesi,1
yitirmesi,1
uzatılmaması,1
engelin,1
çekilmek,1
bitiminden,1
yenisi,1
başlayın,1
savsaklar,1
güveni,1
sarsıcı,1
yapmakta,1
yetersizliği,1
uyarı,1
araştırmayı,1
yaptıktan,1
dinledik,1
ten,1
alınacağı,1
konusun,1
çektirip,1
atayabileceği,1
gerekirse,1
muhtemel,1
ihtiyati,1
tutuklanmasını,1
bulunmanın,1
yanı,1
itirazı,1
bulundurmak,1
hesaplar,1
maka,1
onaylanır,1
onaylandıktan,1
edildikten,1
erdiğine,1
konusundaki,1
asiye,1
belirtmek,1
tebliğde,1
zamanaşım,1
danışmana,1
eğinin,1
anlaşılmasından,1
davaların,1
başlamadan,1
bilinmesi,1
ulunmayan,1
yanlışlığına,1
yanlışlığının,1
öğrenilmesini,1
vesayetten,1
tebliğinin,1
çağı,1
imtiyazlı,1
alacaktır,1
aşçılar,1
cıları,1
bırak,1
babasıdır,1
tarafta,1
oyu,1
babalarıdır,1
ede,1
ölmüşlerse,1
üslerse,1
çocuğuna,1
zümreye,1
oranlarda,1
zümresi,1
irlikt,1
babaları,1
işimi,1
ailesindeki,1
mirasçılığı,1
oları,1
evlatlığa,1
bırakmadan,1
taşar,1
ruflar,1
vasiyette,1
bulunmamak,1
çak,1
yanıldığını,1
aldatıldığını,1
zorlamanın,1
etkisinden,1
kurtulduğu,1
belirtilmesinde,1
arzusu,1
arzuya,1
düzeltilir,1
aşının,1
oranlardan,1
yas,1
as,1
zümresiyle,1
indirilmesi,1
avlanır,1
cenaze,1
mühürlenmesi,1
mirasbi,1
siz,1
andırmaları,1
aları,1
yapması,1
tayin,1
denir,1
mirasçısını,1
işlemişse,1
üyelerine,1
alamayacağı,1
belirtmişse,1
çıkarmadan,1
ısına,1
edilememiş,1
soyun,1
yarıyı,1
kapsadığı,1
tutarı,1
aşçılıktan,1
aşmıyorsa,1
çeşitleri,1
özgürlüğünün,1
tasarruflarını,1
yüklemelere,1
uyabilir,1
yüklemenin,1
anlamsız,1
rahatsız,1
edici,1
atamadan,1
kazandırılmasına,1
getirilmesin,1
bağlanmasının,1
kurtarılmasının,1
bırakılanlara,1
yükletilmesi,1
olabil,1
kurtulurlar,1
durumuyla,1
hasar,1
bırakılana,1
tasarı,1
ufu,1
borçlarıyla,1
dünü,1
zedeleyen,1
aşçılığı,1
rasbir,1
akandan,1
yürürlükte,1
durumlardan,1
reddetme,1
geçmek,1
yed,1
uygulan,1
devretmekle,1
yükümlük,1
yüklenemez,1
gösterilmiş,1
gelmemişse,1
göstermeleri,1
önmirasç,1
kalmadığı,1
ras,1
bağışık,1
tutmadıkça,1
göstermesine,1
görüldüğü,1
yükümlülüğünün,1
sağlanabilir,1
onmir,1
artmıraşçının,1
düşürürse,1
irme,1
artmirasçı,1
anından,1
görülmüş,1
önmirasçıya,1
lümünd,1
kalmışsa,1
özgülemek,1
eskisi,1
sözleşmesindeki,1
tasarruflarına,1
bağışlamalarına,1
lehin,1
lehi,1
olmamışsa,1
kökün,1
karşılayamıyorsa,1
ödenilmiyorsa,1
karşılıktan,1
yazısı,1
siyen,1
ama,1
katılmasıyla,1
işlevi,1
yazdırır,1
kumaşı,1
okunup,1
imzalanır,1
falanır,1
koyarak,1
tanıkların,1
konulduktan,1
okuduğunu,1
huzurunda,1
beyanın,1
mirasbir,1
akanı,1
okunmadan,1
imzalanmaksızın,1
nameyi,1
okuyamaz,1
imzalayamazsa,1
ünde,1
beyanının,1
okunduğunu,1
düzenlemeye,1
sağı,1
bulunmayanlar,1
ararım,1
kardeşleri,1
tanık,1
katılamazlar,1
aslını,1
saklamakla,1
gösterilerek,1
başından,1
yazısıyla,1
lanmış,1
saklanmak,1
palı,1
notere,1
kimine,1
anlatma,1
ulaşımın,1
kesilmesi,1
savaş,1
name,1
yapamıyorsa,1
anlatır,1
beyanına,1
yazmaları,1
yazdırmaları,1
yükler,1
yasaklar,1
vasiyetteki,1
tanıklardan,1
kendiler,1
belirterek,1
imzalatır,1
yazıl,1
geçirmeden,1
verirler,1
anlattığını,1
düzenlemek,1
geçirmesiz,1
başvurup,1
hususları,1
geçirtebilirler,1
askerlik,1
hizmetinde,1
onuyorsa,1
teğmen,1
yüksek,1
rütbeli,1
subay,1
seyre,1
ulaşım,1
aracında,1
aracın,1
kurumlarında,1
tedavi,1
edilmekteyse,1
şekillerde,1
doğarsa,1
geçince,1
vasiyetten,1
kısmından,1
dönülebilir,1
kaza,1
vasiyetnamesini,1
kaldırmadan,1
yaparsa,1
kuşkuya,1
bırakmayacak,1
tamamlamadıkça,1
vasiyetnamede,1
lirtilmedikçe,1
vasiyetle,1
bildirirler,1
düzenlenen,1
sözleşmeyi,1
sağlararasında,1
yaz,1
anlaşmasıyla,1
yapılmasından,1
orta,1
kaldırma,1
vasiyetnameler,1
gereğini,1
ist,1
bağlanmaması,1
ölme,1
atan,1
bulunandan,1
zenginleşmeyi,1
tepebilirler,1
daralması,1
yandırmalar,1
daralma,1
görevlisine,1
edilmediği,1
bildirilmezse,1
meşe,1
hizmetinin,1
yürütürler,1
ardan,1
irasbırakanın,1
öngörmüş,1
arzularının,1
başladıktan,1
listesini,1
liste,1
zilyetliğinin,1
öder,1
takiplerde,1
davalardan,1
müdahil,1
katılabilir,1
aşçılara,1
ölçüdeki,1
rer,1
ayrılabilir,1
uygunsuz,1
denetlenmesi,1
getirilmesinde,1
ihmali,1
tebliğin,1
bağlandığı,1
uyulmadan,1
edilmesinde,1
eşlerine,1
yapılanların,1
katılmalarının,1
sakatlığa,1
dayanıldığı,1
hükümsüzlük,1
def,1
alamayan,1
aşka,1
onl,1
faz,1
kimselere,1
andırmalar,1
aştığında,1
iflâs,1
dairesinin,1
eller,1
ihtarına,1
açmazsa,1
çıkarı,1
lanın,1
koşullarla,1
amında,1
bölünülmez,1
vasiyetinde,1
alacaklısında,1
borçlusuna,1
ödetilmesine,1
tenkisinde,1
verilmemek,1
sermayesi,1
ölümden,1
maks,1
etkisiz,1
kılmak,1
kalanı,1
karşılığın,1
sigortalarında,1
devrettiği,1
satınalma,1
tahmin,1
sürelerine,1
çevrilmeleri,1
tenkiste,1
tamamlanıncaya,1
tasarruflardan,1
tarihlisinden,1
eskisine,1
geriye,1
gidilmek,1
kazandırmalardan,1
vakıflara,1
öncekinin,1
girmesini,1
sağlarsa,1
kesinleşmesi,1
devretmişse,1
devretmemişse,1
devrettikten,1
edinmişse,1
içermedikçe,1
sağlıkta,1
imlerde,1
mahsubu,1
olduklarının,1
etmemiş,1
mirasla,1
paylaştırmalar,1
paylaştırılması,1
açılmanın,1
diyet,1
içindeki,1
gerçekleştirme,1
öldüren,1
öldürmeye,1
teşebbüs,1
enler,1
yapamayacak,1
getirenler,1
ayanlar,1
engelleyenler,1
yapamayacağı,1
kaldıranlar,1
bozanlar,1
affıyla,1
altsoya,1
olanı,1
ölürse,1
atanmamışsa,1
mirasında,1
çıkabilecek,1
vereceklerine,1
alınamama,1
yaşına,1
varmasına,1
terek,1
gaip,1
ederlerse,1
bulunmayanın,1
sürelere,1
uyarak,1
alanların,1
dayanabilirler,1
yönetilirse,1
yönetilenin,1
dolduracağı,1
yazımına,1
mühürlenmesine,1
vasiyetnamelerin,1
açılmasına,1
ilişkindir,1
önlemlerle,1
arafından,1
yerinden,1
rasbırakanın,1
dosyayı,1
gönderir,1
kimisi,1
bulunamıyorsa,1
tamamlanır,1
gerekenler,1
mühürlenir,1
mühürlenmeyen,1
mühür,1
yazımdan,1
mühürlenirken,1
mirasbırakanla,1
oturanların,1
edilip,1
oturmaları,1
mühürlemenin,1
gösterildiği,1
bulunamaması,1
bırakmaması,1
sürenlerden,1
ispatlayamazsa,1
şüpheli,1
öngörülmüşse,1
atamış,1
yönetimiyle,1
görevlendirilir,1
yönetmekle,1
yöneten,1
görevlendirdiği,1
sebeplerinin,1
paylaştırmaya,1
vermeyecek,1
görmekle,1
önlemlerinin,1
tahsili,1
zed,1
elemediği,1
vasiyetlerin,1
bankaya,1
paralarla,1
tahvili,1
güvenç,1
eli,1
dönüştürülme,1
ticarethane,1
imalathane,1
sürdürmede,1
inmesi,1
hususlarda,1
takiplerinde,1
feragate,1
kabule,1
tahkime,1
ıhsana,1
bar,1
yönetilmesinde,1
bilinmemesi,1
yapıp,1
sahiplerini,1
başvurmazsa,1
deh,1
edememişse,1
vasiyetnamesin,1
üşü,1
saklayan,1
öğrenir,1
öğrenmez,1
önlemlerini,1
ilgilileri,1
kılmadan,1
okunur,1
vasiyetnameleri,1
iştir,1
kısımlarının,1
onaylı,1
bilinmeyenlere,1
kısımları,1
belirlenenlere,1
atamaya,1
vasiyete,1
yerim,1
zilyetliklerini,1
düşmesiyle,1
getirmeyen,1
getirilmemesinden,1
tekrarlanan,1
anabilir,1
öğrenmesinin,1
olacaksa,1
aklıları,1
getirdikten,1
bilmedikleri,1
öderlerse,1
alacaklısından,1
isteyebilecekleri,1
verileni,1
be,1
yani,1
reddedebilirler,1
aczi,1
reddedilmiş,1
reddolunabilir,1
dolunabilir,1
tasarrufunun,1
yazımında,1
yazım,1
reddetmeden,1
mirasbırakanına,1
geçtiğini,1
mirasbırakanından,1
dolmadıkça,1
reddedildiğini,1
beyanını,1
tutanağın,1
reddetmeyen,1
karışan,1
gizleyen,1
maleden,1
reddedemez,1
düşümü,1
dolmasına,1
kaldırmaz,1
değilmiş,1
eştirilmiştir,1
reddolunan,1
kümlerine,1
reddetmemişler,1
reddederken,1
edip,1
etmeyeceklerinin,1
sorulmasını,1
tasfiyeden,1
etmezlerse,1
uzatılması,1
tanınmış,1
tanıyabilir,1
idi,1
yararlanacak,1
paylaşılmasında,1
olacakları,1
giderleriyle,1
dışındadır,1
reddetmeye,1
aktif,1
pasifler,1
vermeyenler,1
yanlış,1
zararları,1
tazminle,1
kendilerince,1
borçlularını,1
arayla,1
bulunmamanın,1
dikkatle,1
ci,1
karılan,1
kayıtlardan,1
belgelerinden,1
geçirilenler,1
tutmanın,1
dolmasıyla,1
tanınacak,1
ilgililerce,1
incelenilebilir,1
inebilir,1
karşılanamazsa,1
mirasçıdan,1
davalara,1
edilemeyeceği,1
bittikten,1
kemece,1
uyuşmazlıkların,1
çözümü,1
reddettiğini,1
kabulün,1
yazılanlardan,1
borçlarla,1
yazılmayanlardan,1
yazdırmayan,1
mallarla,1
tutulamaz,1
yazdıramadığı,1
bildirdiği,1
yazılmamış,1
terekem,1
allarıyla,1
geçirilmemiş,1
alabilirler,1
kefaletten,1
defterde,1
usuller,1
defterini,1
edindiği,1
aşçıların,1
olanlardan,1
edemeyeceklerinden,1
duyan,1
ödenmediği,1
birkaç,1
tasfiyeye,1
başlanır,1
alacaklılarından,1
borçlularından,1
göreviyle,1
tasarlanan,1
ıraklanın,1
yürüyen,1
tamamlanmasını,1
tahsilini,1
getirilme,1
mevcudu,1
mirasçılıktaki,1
uyuşmazlıkları,1
çözer,1
göstermesi,1
davacıya,1
kazandığını,1
ölümünün,1
açılmasının,1
paylaşımdan,1
geçmesiyle,1
kapsayan,1
torunlara,1
sürdürmekle,1
paylaştırmayı,1
fark,1
par,1
giderilerek,1
azaltacaksa,1
paylaşılmasının,1
erteleme,1
olabilecek,1
doğumuna,1
dar,1
ertelenir,1
doğuma,1
yenilir,1
çağrıda,1
davet,1
kılacak,1
sürülmediği,1
açmadığı,1
dönüştürülmesine,1
huş,1
usunda,1
mirasçılarla,1
paylaşırlar,1
yapılacağını,1
kararlaştırırlar,1
eksiksiz,1
oluşturulacağı,1
kastedilmemiş,1
eşitsizlik,1
denkleştirilmesi,1
kuralı,1
devralmış,1
haczettirmiş,1
eşmesi,1
aralarındaki,1
eşitliğe,1
adalete,1
bağlanmasını,1
kök,1
sayısınca,1
oluştururlar,1
olmazsa,1
oluşturulmasını,1
oluşturulmasında,1
arzusunu,1
bulundurur,1
malının,1
eşyasının,1
temi,1
özellikleri,1
özgülendikleri,1
anlaşmazlık,1
edilmemek,1
satılmasına,1
mirasçılardaki,1
mirasçıdaki,1
bölünmelerine,1
özgülenmeye,1
zamandaki,1
uyuşamazlarsa,1
etmeler,1
özgülenmenin,1
erdir,1
ilmesi,1
denkleştirmeyi,1
devretmek,1
kurtarmak,1
sıfatının,1
paylarında,1
sup,1
aldığını,1
payından,1
ettirir,1
kurala,1
tasarrufları,1
aştığı,1
bırakmak,1
öğrenim,1
öğrenimi,1
ölçüleri,1
mevcuttur,1
öğrenimini,1
tamamlamamış,1
niyete,1
geleneği,1
hışımlarının,1
ölçüler,1
tutmama,1
sakatlıkları,1
sonuçlandırılması,1
dönüştürülmesini,1
açılmamış,1
özleşmeler,1
allar,1
satım,1
borsaya,1
garantiye,1
kefalete,1
geçersizliğe,1
müteselsil,1
nakline,1
gösterilmemiş,1
malvarlıklarıyla,1
mutesel,1
silen,1
borçlarda,1
teselsül,1
yükletinmemiş,1
açabileceği,1
elatmanın,1
parçalarına,1
unsuru,1
uğratılmadıkça,1
değiştirilmedikçe,1
parçadır,1
ürünlerinin,1
özgülendi,1
adetler,1
verimlerdir,1
ayrılıncaya,1
parçasıdır,1
eklentisini,1
anlaşılabilen,1
sağlaması,1
takma,1
kılı,1
ayrılmakla,1
kaybetmez,1
sayılmayanlar,1
tüketmesi,1
korunmak,1
satılmak,1
verilmek,1
unla,1
sayılmaz,1
bol,1
unmuş,1
paylarla,1
mâliktir,1
belirlenmedikçe,1
haczettirilebilir,1
ahzettirilebilir,1
hükümlerinden,1
asların,1
sınırlandırılamaz,1
kullanılabilirliğinin,1
tehlikesinden,1
artmasından,1
taşınmazlarla,1
imzalarının,1
onarımları,1
yaptırmaya,1
yürütmeye,1
çoğunlukla,1
usulünün,1
türünün,1
kirasına,1
sağlamaya,1
elverişliliğinin,1
aranır,1
gözeterek,1
arasından,1
korumanın,1
kullanmanın,1
ölçüyü,1
işlerine,1
girişilmesi,1
kabulüne,1
aklarla,1
kayıtlayamazlar,1
herbiri,1
diğerlerinin,1
bağdaştığı,1
şeklini,1
menfaatlerin,1
paydaşları,1
temsilen,1
ilgilendiren,1
vergiler,1
düşenden,1
ödemiş,1
diğerlerine,1
bağlayıcılığı,1
kazananları,1
bağlaması,1
çiğneyen,1
getirmişse,1
keme,1
temini,1
çıkarılacak,1
ayırmayı,1
çıkarılana,1
değeriyle,1
sürmek,1
tevdiine,1
hükmolup,1
nur,1
davalıya,1
devredilmeyen,1
satışına,1
çevirmeye,1
çıkarılmasına,1
luyla,1
caiz,1
sınırlandırılabilir,1
aylı,1
devamına,1
satılarak,1
uyuşma,1
sağlanamazsa,1
bölünerek,1
ştirilmasina,1
parçaların,1
denk,1
parçaya,1
eklenerek,1
sağlanmasına,1
bölme,1
görülmezse,1
uğramadan,1
kurması,1
kurulduğunun,1
paya,1
eşmeler,1
mülkiyetidir,1
yaygındır,1
topluluğu,1
erek,1
dağılması,1
geçilmesiyle,1
kaydedilen,1
kazanılır,1
ikin,1
amaçlayan,1
lidir,1
kazanılamaz,1
oluşması,1
birikme,1
dolma,1
yatağında,1
seviyesinde,1
araziyi,1
kayba,1
uğrayana,1
arazım,1
devredebilir,1
parçalarının,1
arazisinden,1
koptuğunu,1
oluşumun,1
değişikliğini,1
cisimler,1
şeylere,1
karışmaya,1
kaymasının,1
açmayacağı,1
yörelerin,1
yöredeki,1
yörede,1
gerçeği,1
yansıtmıyorsa,1
siklikler,1
ürürse,1
kütüğünden,1
bölünmesinde,1
kişilerine,1
tapuda,1
gözüken,1
gerçekleşmediğini,1
sürerek,1
görülmez,1
davalılar,1
edenler,1
adlarına,1
istenilen,1
yüzölçümü,1
uzmanlarca,1
düzenle,1
nen,1
teknik,1
krokisi,1
grlanır,1
iley,1
ararı,1
sular,1
kayalar,1
tepeler,1
dağlar,1
buzullar,1
birr,1
gazeteyle,1
kazanılmasına,1
hük,1
men,1
yaptırabilir,1
ereceği,1
üstündeki,1
hava,1
katmanlarını,1
planları,1
işaretleriyle,1
pl,1
anları,1
işaretler,1
tutmazsa,1
plandaki,1
sınırdır,1
komşusunun,1
planlarının,1
düzeltilmesine,1
bulunmakla,1
ayırmaya,1
arazideki,1
malzemesi,1
arazisindeki,1
işindeki,1
kullanırsa,1
kullanılmış,1
sökülmesi,1
açmayacaksa,1
yaptır,1
yaptırana,1
hükmedeceği,1
taşıdığı,1
geçmeyebilir,1
fazlaysa,1
niyetli,1
tasmayı,1
taşan,1
devredilmesini,1
irtifakına,1
dayalı,1
üs,1
tünde,1
inşa,1
yapıların,1
kullanılmaya,1
irtifakı,1
mecralar,1
mecraları,1
eklentisi,1
hukukunun,1
yüklenmesi,1
görülmüyorsa,1
tesciliyle,1
görülüyorsa,1
noterce,1
düzenlenecek,1
yapılmasıyla,1
kalıcı,1
amaçlanmadan,1
kulübe,1
büfe,1
çardak,1
baraka,1
hafif,1
gösterilmez,1
dikilen,1
fidanlar,1
dikerse,1
ağaçlar,1
kısıtlamalarına,1
karşılaşan,1
zararların,1
denkleştirilmesine,1
kısıtlamaların,1
konulan,1
kısıtlamalar,1
değiştirilemez,1
satması,1
kullanabilirler,1
yasağı,1
satışlarda,1
feragatin,1
sadist,1
onalım,1
alıcı,1
paydaşlara,1
açılarak,1
nakden,1
yatırmakla,1
şerhte,1
satışındaki,1
kullanılmasın,1
vazgeçmeye,1
seride,1
mülkiyetinden,1
faaliyetini,1
sürdürürken,1
komşularını,1
olumsuz,1
etkileyecek,1
taşkınlıktan,1
komşular,1
hoş,1
görülebilecek,1
dereceyi,1
duman,1
buğu,1
toz,1
koku,1
çıkartarak,1
gürültü,1
sarsıntı,1
rahatsızlık,1
tır,1
aklıdır,1
yaparken,1
topraklarını,1
sarsmak,1
düşürmek,1
uzerlerin,1
tesisleri,1
etkilemek,1
yapılarda,1
kanunlar,1
taşarak,1
kökler,1
kaldırılmazsa,1
kökleri,1
kesip,1
geçirebilir,1
ekilmiş,1
dalların,1
tasmasına,1
katlanan,1
dallarda,1
meyvaları,1
toplama,1
dikerken,1
yağmur,1
tutulmamış,1
akışına,1
komşulardan,1
akışını,1
tutabilir,1
öteden,1
akmakta,1
boşaltılması,1
boşaltma,1
sulardan,1
görmekte,1
mecrayla,1
akıtılmasını,1
bataklıkların,1
kurutulması,1
katlanma,1
uğrayacağı,1
kanalı,1
benzerlerine,1
boruların,1
hat,1
kablolarının,1
masraflı,1
altından,1
üstünden,1
geçirilmesine,1
mecralara,1
mecrayı,1
meral,1
geçirileceği,1
zararını,1
nakledilmesini,1
değiş,1
taşınmazından,1
çıkmak,1
komşularından,1
geçidin,1
komşuya,1
görecek,1
gözetilerek,1
taşınmazını,1
tomruk,1
kaydırma,1
oluğu,1
geçitler,1
tâbid,1
taşınmazının,1
sınırının,1
karşılar,1
yetkilerin,1
işlere,1
Seraya,1
örtüsünü,1
yasaklanmadıkça,1
merasına,1
oralarda,1
yabani,1
meyve,1
mantar,1
adetlerin,1
toplayıp,1
avlanmak,1
buraya,1
kanatlı,1
hayvanların,1
denkleştirilmesini,1
hapsetmek,1
başkasını,1
tehlikeyi,1
önleyebilecek,1
müdahaleden,1
afetler,1
sağlıkla,1
hizmetlerine,1
deniz,1
göl,1
kıyılarındaki,1
nirengi,1
iyileştirilme,1
topraklarının,1
yapıya,1
arsaların,1
birleştirilmesine,1
eserler,1
güzellikler,1
manzaralar,1
seyirlik,1
ender,1
doğa,1
anıtları,1
içmeler,1
ılıcalar,1
maden,1
flamaları,1
yollarını,1
bataklık,1
yetiştirme,1
rme,1
arazileri,1
toplulaştırma,1
girişimleriyle,1
yapılabilecekse,1
yarısından,1
fazlasına,1
yolda,1
kaynadıkları,1
kazanılabilir,1
sulardandır,1
arza,1
sularına,1
sularından,1
ölçüsüne,1
kaynaklara,1
yararlanılan,1
yararlanmak,1
biriktirilen,1
kuyuları,1
faaliyetler,1
keserek,1
kirleterek,1
gidermekle,1
verilmemişse,1
gerekip,1
türünü,1
oturmak,1
işletmek,1
suyunu,1
kesilir,1
kirletilirse,1
kaynağın,1
olabildiği,1
yataktan,1
beslenen,1
aklar,1
kaynaktan,1
beslenmekte,1
maliklerden,1
kaynakların,1
zamana,1
kadarki,1
dağıtılmasını,1
tesis,1
masraflarını,1
üstlenirler,1
sahiplerinden,1
kaynaklardaki,1
azalacak,1
kaynağındaki,1
tutulup,1
kaynağına,1
çoğaldığı,1
çoğalma,1
arazide,1
kuyu,1
derelerden,1
komşuların,1
vedi,1
yollarla,1
sudan,1
zahmet,1
gidere,1
katlanmadan,1
komşusundan,1
ihtiyacından,1
irtifakının,1
kurulmasında,1
taşınabilen,1
girmeyen,1
güçlerdir,1
devralan,1
devredenin,1
kazanmanın,1
noterliğinde,1
kaydedilmesiyle,1
satışlarında,1
taksitle,1
satan,1
satımlara,1
utma,1
sözleşmesine,1
sattığı,1
hükmen,1
nakleden,1
korursa,1
sokmak,1
kurallarından,1
kurtulmak,1
güdülüp,1
güdülmediğini,1
sahiplenme,1
iradesiyle,1
av,1
hayvanları,1
aramaz,1
uğraşmazsa,1
ehlileştirilmiş,1
vahşileşir,1
dönmezlerse,1
uçmuş,1
gelmez,1
arama,1
ulan,1
sahibini,1
bilmiyorsa,1
ey,1
kiracıya,1
satma,1
çabuk,1
bozulabilir,1
kuvvetleri,1
kurumu,1
satılabilir,1
edilerek,1
bulunmalarından,1
gömülmüş,1
eşyaya,1
defineyi,1
ere,1
eserlerin,1
egemenlik,1
alanına,1
girerse,1
bulanın,1
kovanına,1
göçen,1
gerekmeden,1
kovan,1
sokarsa,1
işleyenin,1
işlenen,1
bırakabilir,1
uğratıl,1
harcanmadan,1
ayrılmayacak,1
birleşmiş,1
karışmışsa,1
taşınışlarının,1
taşınırsa,1
ikincil,1
karışır,1
birleşirse,1
kesilmiş,1
kazanılmadıkça,1
kaybıyla,1
konulmuş,1
kaçınmaya,1
kullanmasına,1
katlanmaya,1
mecbur,1
irtifaka,1
bağlanabilir,1
edilebilecek,1
azlarda,1
ettirebilir,1
sürdürür,1
issa,1
oranla,1
engelleyecek,1
zorlaştıracak,1
durur,1
anlaşılmadığı,1
kazanılmasana,1
ihtiyaçların,1
ihtiyaçlarındaki,1
ağırlaştıramaz,1
yaya,1
araba,1
otlatma,1
tarlalara,1
arklara,1
tesislerin,1
kine,1
tesisler,1
üstlenmek,1
güçleştirmeyecek,1
naklinde,1
yar,1
kullanılabiliyorsa,1
iri,1
fak,1
kullanılmıyorsa,1
kullanılamayacaksa,1
maliklerinden,1
aksın,1
bilenlere,1
konusunun,1
sahib,1
vazgeçmesi,1
kararlaştırılmamışsa,1
kalkmasıyla,1
yararlanılamayacak,1
yararlanılacak,1
kusurundan,1
gelmediğini,1
azalmasından,1
tükettiği,1
azalmalarından,1
ildir,1
yenilemeler,1
eklemeler,1
söküp,1
sürülebilecek,1
bulundurma,1
ekimi,1
dikimi,1
ünleri,1
toplayan,1
verimi,1
ürünü,1
sayılmayan,1
faizler,1
sermayenin,1
inti,1
koşullardan,1
sahibince,1
devralana,1
düşmeyen,1
düştüğünü,1
ispatına,1
bağışlamada,1
bağışlamalarda,1
bağışlayandan,1
verilmemesinin,1
kaldırarak,1
konusunu,1
paylaşmak,1
yenilemeleri,1
orundadır,1
yapmaktan,1
sağlamazsa,1
çevirebilir,1
şalvarlı,1
ovarlığındaki,1
faizlerini,1
gösteriyorsa,1
yükümlülükten,1
ödenmesinden,1
yangına,1
tehlikelere,1
ettirmekle,1
sigortalı,1
asılarak,1
yönü,1
yönünü,1
dönüştüremeyeceği,1
yönünde,1
yapmamak,1
kireç,1
mermer,1
turba,1
ocakları,1
benzerlerini,1
çerçevesin,1
fırtına,1
zararlı,1
böcek,1
akını,1
asılmışsa,1
giderek,1
azaltacak,1
işletilir,1
getirecek,1
verim,1
noksanını,1
gidermeye,1
günkü,1
biçilerek,1
gereçleri,1
sürüleri,1
şeylerde,1
getirisini,1
yöneltilmesi,1
katılmasını,1
kılınmamış,1
ınt,1
başlangıcını,1
evra,1
istemekten,1
gösterildikten,1
binadan,1
bölümünden,1
şahsına,1
bölümünde,1
oturabilir,1
bölü,1
mu,1
ortaklaşa,1
yerlerden,1
veriyorsa,1
bölümün,1
baki,1
kullanıyorsa,1
üstünde,1
ağımsız,1
niteliktedir,1
ektedir,1
kapsamıyla,1
